"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"2",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"3",0.05282,0.02714,0.176470588235294,0.03786,0.176470588235294,0.03786,0.176470588235294,0.02714,0.058315445530935,0.0679063221027067,0.0502488206016524
"4",0.10278,0.10278,0,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0.0592027858212557,0.0681776095231173,0.0490901928909211
"5",0.05282,0.05282,0,0.03786,0.176470588235294,0.02714,0.176470588235294,0.03786,0.0551895684232126,0.0720113786610425,0.0492696411510391
"6",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"7",0.07368,0.05282,0.428571428571429,0.07368,0.176470588235294,0.07368,0.176470588235294,0.03786,0.114493353297014,0.172410940636194,0.141667134638221
"8",0.10278,0.10278,0,0.07368,0.176470588235294,0.10278,0,0.10278,0,0,0
"9",0.05282,0.05282,0.176470588235294,0.05282,0,0.05282,0,0.05282,0.085492078847224,0.044996865844462,0.0459816435436082
"10",0.07368,0.05282,0.176470588235294,0.07368,0,0.07368,0,0.05282,0.0722181728181465,0.0440990071252395,0.0601534082919081
"11",0.05282,0.05282,0,0.05282,0,0.05282,0,0.05282,0,0,0
"12",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"13",0.07368,0.05282,0.176470588235294,0.05282,0.428571428571429,0.05282,0.176470588235294,0.05282,0.0284366386094378,0.115852323224685,0.0321816264011717
"14",0.05282,0.05282,0,0.05282,0,0.02714,0.176470588235294,0.02714,0.0735585522186597,0.0515417668157586,0.0513702692008758
"15",0.07368,0.07368,0,0.03786,0.176470588235294,0.07368,0,0.07368,0,0,0
"16",0.07368,0.05282,0.176470588235294,0.05282,0.176470588235294,0.07368,0,0.05282,0.0723029340429695,0.0432884843525601,0.0608791698397645
"17",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"18",0.10278,0.05282,0.176470588235294,0.10278,0.176470588235294,0.10278,0,0.05282,0.0467894242984872,0.0837356102042626,0.0459455537325444
"19",0.05282,0.03786,0.176470588235294,0.05282,0,0.05282,0,0.05282,0,0,0
"20",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"21",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"22",0.10278,0.10278,0,0.07368,0.176470588235294,0.10278,0,0.10278,0,0,0
"23",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"24",0.10278,0.07368,0.176470588235294,0.07368,0.428571428571429,0.10278,0,0.05282,0.138943598764859,0.211041038098016,0.0785867917085535
"25",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"26",0.07368,0.07368,0,0.03786,0.176470588235294,0.02714,0.176470588235294,0.03786,0.0767787973983005,0.0584939388087754,0.0411978520282183
"27",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"28",0.10278,0.05282,0.428571428571429,0.10278,0,0.05282,0.176470588235294,0.03786,0.155321908617656,0.103609659555231,0.169639860398542
"29",0.05282,0.05282,0,0.05282,0,0.05282,0,0.05282,0,0,0
"30",0.07368,0.05282,0.176470588235294,0.05282,0.176470588235294,0.05282,0.176470588235294,0.05282,0.0553855380265208,0.0646981293260919,0.0563869208826814
"31",0.05282,0.05282,0,0.05282,0,0.05282,0,0.05282,0,0,0
"32",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"33",0.14337,0.14337,0,0.14337,0,0.14337,0,0.14337,0,0,0
"34",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"35",0.05282,0.03786,0.176470588235294,0.03786,0.176470588235294,0.05282,0,0.03786,0.0869587391361473,0.0476043218207834,0.0419075272783634
"36",0.05282,0.03786,0.176470588235294,0.03786,0.176470588235294,0.03786,0.176470588235294,0.03786,0.0841062443721289,0.0401410101534604,0.0522233337097048
"37",0.07368,0.07368,0,0.07368,0.176470588235294,0.07368,0,0.07368,0,0,0
"38",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"39",0.05282,0.05282,0,0.05282,0.176470588235294,0.05282,0,0.05282,0,0,0
"40",0.05282,0.05282,0,0.03786,0.176470588235294,0.03786,0.176470588235294,0.03786,0.0699234959022342,0.065083473189163,0.0414636191438969
"41",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"42",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"43",0.10278,0.10278,0,0.07368,0.176470588235294,0.10278,0,0.10278,0,0,0
"44",0.10278,0.10278,0,0.10278,0.176470588235294,0.10278,0,0.10278,0,0,0
"45",0.07368,0.05282,0.176470588235294,0.05282,0.176470588235294,0.07368,0,0.05282,0.0590703803312073,0.065841024509212,0.0515591833948748
"46",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"47",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"48",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"49",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"50",0.07368,0.03786,0.176470588235294,0.03786,0.176470588235294,0.05282,0.176470588235294,0.03786,0.0671946878384294,0.0594600007912424,0.0498158996056223
"51",0.2,0.03786,0.176470588235294,0.05282,0.176470588235294,0.03786,0.176470588235294,0.03786,0.081722497463718,0.0506417373144701,0.044106353457106
"52",0.07368,0.07368,0,0.03786,0.176470588235294,0.07368,0,0.02714,0.0601241849482464,0.0731021160797248,0.0432442872073229
"53",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"54",0.14337,0.14337,0,0.14337,0,0.14337,0,0.14337,0,0,0
"55",0.05282,0.05282,0,0.05282,0,0.03786,0.176470588235294,0.03786,0.0749708415000403,0.061171696282058,0.0403280504531958
"56",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"57",0.05282,0.03786,0.176470588235294,0.03786,0.176470588235294,0.03786,0.176470588235294,0.03786,0.0840112327036528,0.0399550233794778,0.0525043321521635
"58",0.05282,0.05282,0,0.05282,0,0.05282,0,0.05282,0,0,0
"59",0.10278,0.07368,0.818181818181818,0.10278,0,0.10278,0,0.10278,0,0,0
"60",0.05282,0.05282,0,0.05282,0,0.03786,0.176470588235294,0.05282,0,0,0
"61",0.14337,0.14337,0,0.14337,0,0.14337,0,0.14337,0,0,0
"62",0.10278,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0.0868470859982118,0.042446414420373,0.0471770878167094
"63",0.07368,0.07368,0.176470588235294,0.05282,0.176470588235294,0.07368,0,0.07368,0.0772777082904825,0.0613676612890465,0.0378252186557651
"64",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"65",0.05282,0.05282,0,0.05282,0,0.05282,0,0.05282,0,0,0
"66",0.07368,0.05282,0.176470588235294,0.05282,0.176470588235294,0.07368,0,0.05282,0.0543294725998413,0.075427472574157,0.0467136430612959
"67",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"68",0.10278,0.10278,0,0.07368,0.176470588235294,0.10278,0,0.07368,0.0942858650284053,0.0347981818383502,0.0473865413685387
"69",0.10278,0.10278,0,0.2,0.176470588235294,0.10278,0,0.10278,0,0,0
"70",0.07368,0.07368,0,0.05282,0.176470588235294,0.05282,0.176470588235294,0.05282,0.0624743045697602,0.0587681270441573,0.0552281566213766
"71",0.07368,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0,0.07368,0.0582524654760524,0.0647937056732689,0.0534244170859729
"72",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"73",0.10278,0.03786,0.176470588235294,0.10278,0,0.10278,0,0.10278,0,0,0
"74",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"75",0.07368,0.07368,0,0.05282,0.176470588235294,0.05282,0.428571428571429,0.03786,0.153607734024199,0.104151744525751,0.170811950021479
"76",0.10278,0.10278,0,0.10278,0,0.05282,0.428571428571429,0.10278,0,0,0
"77",0.07368,0.05282,0.428571428571429,0.07368,0.176470588235294,0.07368,0,0.07368,0.090677615708556,0.0237001486758167,0.0620928238509215
"78",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"79",0.10278,0.10278,0,0.10278,0,0.10278,0.176470588235294,0.10278,0,0,0
"80",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"81",0.03786,0.02714,0.176470588235294,0.03786,0,0.03786,0,0.02714,0.0906135281575449,0.0456225643407159,0.0402344957370333
"82",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"83",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
"84",0.07368,0.07368,0.428571428571429,0.07368,0,0.07368,0,0.07368,0,0,0
"85",0.07368,0.07368,0,0.05282,0.176470588235294,0.07368,0,0.07368,0,0,0
"86",0.10278,0.07368,0.176470588235294,0.10278,0,0.07368,0.176470588235294,0.07368,0.0737902792504172,0.0380614084962097,0.0646189004886673
"87",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"88",0.07368,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0.176470588235294,0.07368,0.0711316438990398,0.0537637178569186,0.0515752264793358
"89",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0.0880125476862494,0.0307183363348219,0.0577397042142228
"90",0.05282,0.05282,0,0.05282,0,0.05282,0,0.03786,0.0551978197132527,0.068130387307526,0.0531423812145154
"91",0.10278,0.07368,0.176470588235294,0.10278,0,0.10278,0,0.10278,0,0,0
"92",0.10278,0.10278,0,0.07368,0.176470588235294,0.10278,0,0.10278,0,0,0
"93",0.07368,0.10278,0.176470588235294,0.07368,0.176470588235294,0.10278,0.176470588235294,0.07368,0.0351714491143513,0.0666163120834224,0.0746828270375205
"94",0.07368,0.07368,0,0.07368,0,0.07368,0,0.07368,0,0,0
"95",0.2,0.2,0,0.2,0,0.2,0,0.2,0,0,0
"96",0.07368,0.07368,0,0.05282,0.176470588235294,0.05282,0.176470588235294,0.03786,0.0546156482616408,0.0746942165775959,0.0471607233960574
"97",0.14337,0.05282,0.176470588235294,0.05282,0.176470588235294,0.05282,0.176470588235294,0.05282,0.082017274754698,0.0319052902965234,0.0625480231840727
"98",0.05282,0.03786,0.176470588235294,0.02714,0.428571428571429,0.03786,0.176470588235294,0.03786,0.0465329343928102,0.0551083040915668,0.0748293497509171
"99",0.07368,0.07368,0,0.05282,0.176470588235294,0.03786,0.176470588235294,0.05282,0.0767547518862193,0.0599236570322729,0.0397921793168019
"100",0.10278,0.10278,0,0.10278,0,0.10278,0,0.10278,0,0,0
