"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.2,0.2,0,0.07368,3,0.01395,8.99999999999999,0.01395,8.99999999999999,0.01,2.3679496339831,2.30853641598549,2.18787278407264,2.13564116595877
"2",0.10278,0.01,8.99999999999999,0.01,1.5,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,0.888132867127794,0.876302207164434,0.747088797386548,0.488476128321224
"3",0.14337,0.01946,8.99999999999999,0.03786,3,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,2.53849024470525,2.41005592686925,2.0005555434572,2.0508982849683
"4",0.07368,0.01,8.99999999999999,0.03786,1.5,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,2.7612042974624,2.4712309770339,2.0516625735603,1.7159021519434
"5",0.10278,0.07368,8.99999999999999,0.05282,8.99999999999999,0.01,8.99999999999999,0.01,3,0.01,2.50046202420409,2.36594219179277,2.14270739335419,1.99088839064893
"6",0.10278,0.01395,3,0.01946,3,0.01,8.99999999999999,0.02714,8.99999999999999,0.01,2.6313523019636,2.55099532494767,2.00385453905648,1.81379783403224
"7",0.10278,0.10278,8.99999999999999,0.07368,0.176470588235294,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.405936683684851,0.379274184706941,0.367171779524216,0.347617352083992
"8",0.10278,0.02714,0.818181818181818,0.01,1.5,0.01,3,0.01,8.99999999999999,0.01,0.394931040801086,0.432692723379752,0.299917858213768,0.372458377605394
"9",0.10278,0.01946,8.99999999999999,0.01946,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.414616515605238,0.386923938753201,0.34035508668689,0.358104458954671
"10",0.07368,0.03786,0.428571428571429,0.01,0.818181818181818,0.01,1.5,0.01,1.5,0.01,0.781427648732969,0.834403275583579,0.643095215827986,0.741073859855466
"11",0.10278,0.01,8.99999999999999,0.02714,1.5,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,0.85064515035522,0.841061879442482,0.743804085825674,0.564488884376625
"12",0.05282,0.03786,0.176470588235294,0.01,0.818181818181818,0.01,8.99999999999999,0.01,3,0.01395,0.228853882178315,0.226134928925427,0.159512060604416,0.20368094647366
"13",0.05282,0.01395,1.5,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,3,0.01395,2.5021585445785,2.43555994159355,2.09559768288145,1.9666838309465
"14",0.05282,0.02714,0.428571428571429,0.02714,0.428571428571429,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,0.864210653952203,0.911214372351414,0.639096351597074,0.585478622099309
"15",0.10278,0.01,3,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.830651523234255,0.778700796053815,0.722976573926404,0.667671106785526
"16",0.14337,0.05282,0.818181818181818,0.01,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.34543877136942,2.42204532697644,2.27217375844999,1.96034214320415
"17",0.07368,0.03786,0.428571428571429,0.02714,0.818181818181818,0.01,8.99999999999999,0.01,1.5,0.01,0.209249576292791,0.217835031616284,0.215897672756757,0.175199537515986
"18",0.07368,0.02714,0.428571428571429,0.02714,0.428571428571429,0.01,8.99999999999999,0.01395,8.99999999999999,0.02714,0.114350278446968,0.116595184988066,0.101154019605303,0.0964719455310921
"19",0.05282,0.05282,0,0.05282,0,0.01,8.99999999999999,0.05282,0,0.01395,0.211268050266187,0.21849779149536,0.203786333136414,0.184629643283856
"20",0.10278,0.01,3,0.01395,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.48043164542515,2.44685793475077,1.97637875629451,2.09633166352957
