"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.07368,0.01,1.5,0.01946,8.99999999999999,0.01946,8.99999999999999,0.01,1.5,0.01,0.411880118615412,0.39101218605584,0.335123970328293,0.361983725000455
"2",0.07368,0.01946,3,0.02714,0.818181818181818,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,2.44126963364279,2.23832724543495,2.21756066279663,2.10284245812562
"3",0.10278,0.07368,8.99999999999999,0.05282,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.55391906084942,2.42763112155821,2.25297576407718,1.76547405351518
"4",0.14337,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.53343468314547,2.46893862677389,2.03679546234102,1.96083122773962
"5",0.07368,0.02714,0.818181818181818,0.01395,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01946,2.62727512080112,2.43033450417927,1.94275763872534,1.99963273629425
"6",0.10278,0.01946,1.5,0.10278,0,0.01,8.99999999999999,0.01,0.818181818181818,0.01,2.38236346635755,2.3135930318621,2.1524911821728,2.15155231960754
"7",0.10278,0.01,0.818181818181818,0.01,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.45727664141511,2.38911496084962,2.25743195055131,1.89617644718395
"8",0.14337,0.01395,0.818181818181818,0.02714,8.99999999999999,0.02714,8.99999999999999,0.01395,8.99999999999999,0.01,0.454800958363387,0.450504204125909,0.265837746103796,0.328857091406908
"9",0.07368,0.03786,0.428571428571429,0.05282,0.176470588235294,0.03786,0.428571428571429,0.01,8.99999999999999,0.01,2.70673781820774,2.47336908514777,1.74346919683169,2.07642389981278
"10",0.10278,0.03786,0.818181818181818,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.82238078511692,0.856346028337428,0.601263617039581,0.72000956950607
"11",0.10278,0.01,8.99999999999999,0.01,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.49068657328963,2.41993609340886,1.98148096352555,2.10789636977595
"12",0.2,0.02714,3,0.05282,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.31028302207663,2.40585610877275,2.09165503303924,2.19220583611137
"13",0.07368,0.01,3,0.03786,0.428571428571429,0.01,1.5,0.01,8.99999999999999,0.01,2.38637012996023,2.31400637931348,2.18880622016674,2.11081727055953
"14",0.10278,0.01395,1.5,0.01395,1.5,0.01,8.99999999999999,0.01395,0.818181818181818,0.01,0.389393238199685,0.389039675781116,0.377226087823866,0.344340998195333
"15",0.10278,0.01,0.818181818181818,0.05282,8.99999999999999,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,0.939334157330183,0.908515279102096,0.510034607761658,0.642115955806064
"16",0.10278,0.05282,1.5,0.05282,8.99999999999999,0.01,8.99999999999999,0.01,3,0.01,2.22204769902188,2.37499852849689,2.10336315864543,2.29959061383579
"17",0.10278,0.01395,0.818181818181818,0.01395,0.818181818181818,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,2.62130054193375,2.50231464520721,1.90013942868446,1.97624538417456
"18",0.10278,0.02714,8.99999999999999,0.01395,8.99999999999999,0.02714,8.99999999999999,0.01,0.818181818181818,0.01,0.235007820917657,0.240350140967104,0.194645820248213,0.148178036048844
"19",0.2,0.05282,8.99999999999999,0.01,1.5,0.02714,8.99999999999999,0.01,1.5,0.01,0.789878875304954,0.831599282865917,0.683027489721169,0.69549435210796
"20",0.14337,0.01395,8.99999999999999,0.2,1.5,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,2.58888486153698,2.54102000334607,1.78411899329165,2.08597614182529
"21",0.10278,0.02714,8.99999999999999,0.03786,8.99999999999999,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,2.67772703286583,2.49339889162403,2.02445810863441,1.80441596687572
"22",0.14337,0.01,1.5,0.01946,3,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.39601095793265,2.50665258647416,2.06057555350467,2.03676090208851
"23",0.07368,0.03786,0.428571428571429,0.03786,0.428571428571429,0.01,8.99999999999999,0.01395,3,0.02714,0.116897553204038,0.108297780154739,0.104781576149952,0.0985945190626999
"24",0.07368,0.05282,0.176470588235294,0.05282,0.176470588235294,0.01,8.99999999999999,0.01,8.99999999999999,0.01946,0.213409245273724,0.216798275827692,0.171191180029239,0.216783117051163
"25",0.10278,0.10278,0,0.03786,8.99999999999999,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,0.41392834796515,0.40083474606095,0.386483377321063,0.298753528652837
"26",0.07368,0.05282,0.428571428571429,0.01946,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.47113757213609,2.39451431985189,1.86976030354752,2.26458780446449
"27",0.07368,0.01,1.5,0.01946,1.5,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,0.412517342605499,0.402263856513482,0.336369950972047,0.348848849908972
"28",0.07368,0.01946,1.5,0.02714,3,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,2.42088012849964,2.33732842627427,2.02684040719999,2.21495103802609
"29",0.10278,0.02714,8.99999999999999,0.01395,3,0.01,3,0.01,8.99999999999999,0.01,2.434462723466,2.43150339302673,2.14826283649988,1.98577104700738
"30",0.14337,0.01946,8.99999999999999,0.05282,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01395,2.52774578108028,2.43393581289389,2.13115436202422,1.9071640440016
"31",0.10278,0.01946,8.99999999999999,0.01,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.56387653582284,2.49739571509969,1.85144528942465,2.08728245965282
"32",0.07368,0.01,8.99999999999999,0.01,3,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,2.58013084782374,2.62904809854043,2.16552423371042,1.6252968199254
"33",0.10278,0.10278,8.99999999999999,0.01395,1.5,0.01,8.99999999999999,0.01,3,0.01,0.385653349330749,0.386272480664077,0.364267332901395,0.363806837103779
"34",0.10278,0.01,8.99999999999999,0.01395,3,0.01,8.99999999999999,0.01,3,0.01,0.417464000994522,0.416442360787617,0.325516838238987,0.340576799978873
"35",0.05282,0.02714,0.428571428571429,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.80525998104822,0.841455269517515,0.683129223549692,0.670155525884573
"36",0.07368,0.05282,8.99999999999999,0.02714,0.818181818181818,0.01,1.5,0.01,8.99999999999999,0.01,0.790142639577845,0.815635509578589,0.722352233349381,0.671869617494185
"37",0.07368,0.01946,8.99999999999999,0.01,3,0.01395,8.99999999999999,0.01,1.5,0.01,2.63794199064815,2.65157497468329,1.77829922141057,1.93218381325798
"38",0.10278,0.03786,0.428571428571429,0.02714,1.5,0.02714,8.99999999999999,0.01,8.99999999999999,0.01,2.44536188396579,2.58290626432876,1.70177447407034,2.2699573776351
"39",0.2,0.01,8.99999999999999,0.01,3,0.01395,8.99999999999999,0.01395,8.99999999999999,0.01,0.841450965063091,0.877098712196076,0.705036678811214,0.576413643929618
"40",0.10278,0.02714,0.818181818181818,0.01946,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01395,0.402391388118984,0.412725334238789,0.406347574984088,0.278535702658139
"41",0.05282,0.02714,0.428571428571429,0.01,0.428571428571429,0.01,1.5,0.01,3,0.01,0.831721093039975,0.883042535281578,0.777327060804694,0.507909310873753
"42",0.07368,0.02714,0.428571428571429,0.05282,0.176470588235294,0.03786,8.99999999999999,0.01,1.5,0.01,0.411329536559376,0.38731515003931,0.328053756397944,0.37330155700337
"43",0.10278,0.01,8.99999999999999,0.01946,1.5,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,0.815956896367994,0.770113301318947,0.736815664074317,0.677114138238742
"44",0.14337,0.02714,8.99999999999999,0.01,3,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.56329080781343,2.53798904486077,2.0632144580911,1.83550568923469
"45",0.07368,0.02714,0.818181818181818,0.02714,0.818181818181818,0.01,8.99999999999999,0.01,1.5,0.01,2.50349180065571,2.50781879327227,2.08428857214456,1.90440083392745
"46",0.10278,0.01946,3,0.01,1.5,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,2.49572648394559,2.48231056893578,2.14899880665158,1.87296414046704
"47",0.14337,0.01946,0.818181818181818,0.01946,0.818181818181818,0.01,1.5,0.02714,8.99999999999999,0.01,2.31530549897876,2.42254855177254,2.22167913772335,2.04046681152535
"48",0.10278,0.01,3,0.01,8.99999999999999,0.01,1.5,0.02714,8.99999999999999,0.01,2.59631416674092,2.65555771953162,2.04437411580953,1.70375399791792
"49",0.10278,0.01395,3,0.03786,0.818181818181818,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,2.50791581143247,2.58237845011146,1.8733469045907,2.03635883386536
"50",0.07368,0.01,3,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,3,0.01,0.424302437775441,0.410172638123708,0.361780154411028,0.303744769689823
