"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.07368,0.01395,0.818181818181818,0.01946,8.99999999999999,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,2.3878874812264,2.38342411689039,2.09573752117686,2.13295088070635
"2",0.07368,0.02714,0.818181818181818,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.35974150413625,2.42351880547592,2.09913626818794,2.11760342219988
"3",0.05282,0.01946,0.428571428571429,0.01395,0.818181818181818,0.01946,0.818181818181818,0.01,8.99999999999999,0.01395,0.213593959574602,0.212655359620458,0.197622107302504,0.194310391684255
"4",0.10278,0.01946,1.5,0.01946,8.99999999999999,0.01,3,0.01,8.99999999999999,0.01,0.389985320800681,0.402014630085641,0.352236497380655,0.355763551733023
"5",0.05282,0.01,0.818181818181818,0.01,1.5,0.01,8.99999999999999,0.01,1.5,0.01,0.203281947781252,0.214189199085159,0.204181997037115,0.196528674278292
"6",0.07368,0.01946,1.5,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01395,2.31998803404384,2.40175303011773,2.28002227176681,1.99823666407162
"7",0.07368,0.05282,8.99999999999999,0.03786,8.99999999999999,0.01946,8.99999999999999,0.01,8.99999999999999,0.01395,2.24753034766798,2.37720636397667,2.27012383582926,2.10513945252607
"8",0.10278,0.07368,8.99999999999999,0.07368,0.428571428571429,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,2.2844811370676,2.2951287591912,2.21918689008643,2.20120321365476
"9",0.05282,0.01946,0.818181818181818,0.03786,0.428571428571429,0.01,8.99999999999999,0.01395,0.818181818181818,0.01,0.396750827354431,0.400448933446,0.347956847994041,0.354843391205527
"10",0.07368,0.03786,8.99999999999999,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,3,0.01395,2.32757321226495,2.31391738711441,2.29289504291731,2.06561435770332
"11",0.05282,0.01,0.818181818181818,0.01,0.818181818181818,0.01,1.5,0.01,1.5,0.01,0.214298524302192,0.19672034339625,0.200660347997764,0.206502602485611
"12",0.2,0.02714,0.818181818181818,0.01395,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.377786206288934,0.401426504543971,0.35964169905968,0.361145590107415
"13",0.07368,0.02714,3,0.02714,8.99999999999999,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,2.41839714806068,2.33872915524603,2.1638159415404,2.07905775515289
"14",0.05282,0.02714,0.176470588235294,0.01,0.818181818181818,0.01,8.99999999999999,0.01395,8.99999999999999,0.01,0.207747920184697,0.222901904385495,0.196311220033556,0.191220773578069
"15",0.07368,0.03786,0.428571428571429,0.02714,1.5,0.01,8.99999999999999,0.01,1.5,0.01,2.29844456184581,2.30786443287309,2.24715835837856,2.14653264690253
"16",0.07368,0.01946,0.818181818181818,0.02714,1.5,0.01,8.99999999999999,0.01,1.5,0.01,0.395860673865661,0.397231136171242,0.352041491680479,0.354866698282618
"17",0.2,0.01946,0.818181818181818,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.31902259634602,2.3271883009567,2.19261330391538,2.16117579878188
"18",0.10278,0.03786,8.99999999999999,0.01946,3,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.35482458965711,0.396937927295843,0.369050961256148,0.379186521790899
"19",0.05282,0.02714,0.818181818181818,0.02714,3,0.01395,8.99999999999999,0.01,1.5,0.01,2.29503961357431,2.30957893089629,2.24132784675425,2.15405360877514
"20",0.2,0.05282,0.428571428571429,0.03786,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.33053961587063,2.30675530494672,2.17588123884583,2.18682384033681
"21",0.07368,0.03786,1.5,0.03786,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.34361133161141,2.31630063655995,2.24040819105282,2.0996798407758
"22",0.10278,0.01946,0.818181818181818,0.05282,8.99999999999999,0.01395,8.99999999999999,0.01946,8.99999999999999,0.01395,0.768571038705458,0.730621448265419,0.789460625941792,0.711346887087331
"23",0.10278,0.01,1.5,0.05282,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.25591616402794,2.27280712221129,2.1588302533224,2.31244646043837
"24",0.10278,0.01,1.5,0.02714,1.5,0.01395,8.99999999999999,0.01,8.99999999999999,0.01,0.789113345600268,0.749223040444076,0.741780034434664,0.719883579520993
"25",0.07368,0.05282,0.176470588235294,0.03786,0.428571428571429,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,0.374766387467153,0.398774333003268,0.365487166907286,0.360972112622293
"26",0.07368,0.02714,0.428571428571429,0.01946,1.5,0.01395,8.99999999999999,0.01,1.5,0.01,0.396250347015773,0.392118096717036,0.342979166587884,0.368652389679308
"27",0.07368,0.01,0.818181818181818,0.01,1.5,0.01,3,0.01,0.818181818181818,0.01,0.21145584849483,0.213513074299358,0.194313859967436,0.198899035420194
"28",0.10278,0.01946,1.5,0.10278,0.176470588235294,0.01946,8.99999999999999,0.01,8.99999999999999,0.01,2.46869175383499,2.23084890627851,2.14295268142085,2.15750665846564
"29",0.05282,0.02714,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.383885618238173,0.399128522468605,0.362629089307257,0.354356769985965
"30",0.07368,0.01,1.5,0.01946,8.99999999999999,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,2.35962201723684,2.37327337161378,2.17561814738809,2.09148646376127
"31",0.05282,0.02714,0.428571428571429,0.01395,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.27704965790449,2.31262043608797,2.28559164121412,2.12473826479341
"32",0.07368,0.01,1.5,0.01946,1.5,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.30689532964701,2.29605510991723,2.17378626319169,2.22326329724407
"33",0.14337,0.01,1.5,0.01,3,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.768938982879461,0.792159399229928,0.73147030708732,0.707431310803292
"34",0.07368,0.01,8.99999999999999,0.01,0.818181818181818,0.01,8.99999999999999,0.01,1.5,0.01,2.39916179216615,2.32581191994631,2.32953427355658,1.94549201433095
"35",0.05282,0.01,1.5,0.02714,0.428571428571429,0.01,8.99999999999999,0.01946,8.99999999999999,0.01,0.394886348329776,0.392189117665297,0.347824177392339,0.365100356612588
"36",0.05282,0.01946,0.818181818181818,0.03786,0.428571428571429,0.01,8.99999999999999,0.01395,1.5,0.01395,0.373800163762095,0.364700802946199,0.390729316403135,0.370769716888572
"37",0.07368,0.02714,0.818181818181818,0.01946,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,0.794313564505618,0.778821953497145,0.735623108355618,0.691241373641618
"38",0.07368,0.01395,3,0.05282,0.428571428571429,0.01,3,0.01,1.5,0.01,0.797203447574494,0.78183925810867,0.725779136239684,0.695178158077152
"39",0.05282,0.03786,0.176470588235294,0.01946,0.428571428571429,0.01,1.5,0.01,8.99999999999999,0.01,0.201450926374969,0.217342212510939,0.192283525887408,0.207105153408501
"40",0.05282,0.02714,0.818181818181818,0.03786,0.818181818181818,0.01946,8.99999999999999,0.01946,1.5,0.01,2.38735623308984,2.40642744765884,2.14360939305685,2.06260692619446
"41",0.07368,0.03786,0.428571428571429,0.01395,0.818181818181818,0.01395,8.99999999999999,0.01,3,0.01,0.369497885567676,0.368675361410557,0.379133672886537,0.38269308013523
"42",0.2,0.2,0.176470588235294,0.2,0.818181818181818,0.01,8.99999999999999,0.01,8.99999999999999,0.01,2.33638959766968,2.30386487298252,2.24675970912874,2.11298582021905
"43",0.10278,0.01946,8.99999999999999,0.01395,0.818181818181818,0.03786,8.99999999999999,0.01395,8.99999999999999,0.01395,2.4057705416782,2.28186331126832,2.14726877158119,2.16509737547228
